Rationality,Attribution,Max Deterrence
0.0,0.0,0.6257712686066403
0.1,0.0,0.5563570869694021
0.2,0.0,0.6985709049309518
0.30000000000000004,0.0,0.44881721940713587
0.4,0.0,0.5499850349871335
0.5,0.0,0.4887884922616047
0.6000000000000001,0.0,0.39491821778424546
0.7000000000000001,0.0,0.3592244078215486
0.8,0.0,0.26090745016933586
0.9,0.0,0.40432584168730196
1.0,0.0,0.3242683373246371
0.0,0.1,0.6389939175017738
0.1,0.1,0.6350146038509418
0.2,0.1,0.4854111626816659
0.30000000000000004,0.1,0.526058808688863
0.4,0.1,0.5090265645939942
0.5,0.1,0.42947359536766044
0.6000000000000001,0.1,0.40284469791673444
0.7000000000000001,0.1,0.5552919342259762
0.8,0.1,0.3746048593003777
0.9,0.1,0.3017318216757636
1.0,0.1,0.33388824061996814
0.0,0.2,0.9760674554902515
0.1,0.2,0.9962517282797763
0.2,0.2,0.9842033217322395
0.30000000000000004,0.2,0.9538525623336056
0.4,0.2,0.973025963803456
0.5,0.2,0.9301758274130283
0.6000000000000001,0.2,0.4471411089329916
0.7000000000000001,0.2,0.2887054141473232
0.8,0.2,0.3501411835619349
0.9,0.2,0.33736612549376654
1.0,0.2,0.3698962584311445
0.0,0.30000000000000004,0.9805058497892928
0.1,0.30000000000000004,0.9966025883558385
0.2,0.30000000000000004,0.9815003149930491
0.30000000000000004,0.30000000000000004,0.9170658026389347
0.4,0.30000000000000004,0.9620343872291914
0.5,0.30000000000000004,0.8113564016197333
0.6000000000000001,0.30000000000000004,0.47201496269967
0.7000000000000001,0.30000000000000004,0.41369460009788833
0.8,0.30000000000000004,0.3064292812565394
0.9,0.30000000000000004,0.26439055608057577
1.0,0.30000000000000004,0.42536411705559607
0.0,0.4,0.9820246602614375
0.1,0.4,0.9956956354603886
0.2,0.4,0.9986516997421533
0.30000000000000004,0.4,0.9523649150747197
0.4,0.4,0.9835481526282677
0.5,0.4,0.9210057761058762
0.6000000000000001,0.4,0.8806141979611044
0.7000000000000001,0.4,0.45843758093274767
0.8,0.4,0.3123441180963074
0.9,0.4,0.239705912663954
1.0,0.4,0.31658420723826236
0.0,0.5,0.9692299903414049
0.1,0.5,0.989377322709572
0.2,0.5,0.9927214093824099
0.30000000000000004,0.5,0.975626799283637
0.4,0.5,0.9650140597689649
0.5,0.5,0.9876537749187015
0.6000000000000001,0.5,0.9149536327375202
0.7000000000000001,0.5,0.6814089365148525
0.8,0.5,0.42618880171514884
0.9,0.5,0.41755667684013503
1.0,0.5,0.5102668437304595
0.0,0.6000000000000001,0.994626407962485
0.1,0.6000000000000001,0.9913020788831172
0.2,0.6000000000000001,0.9859354189769235
0.30000000000000004,0.6000000000000001,0.9790171663423731
0.4,0.6000000000000001,0.9592951632230969
0.5,0.6000000000000001,0.9744983333297591
0.6000000000000001,0.6000000000000001,0.955311035037317
0.7000000000000001,0.6000000000000001,0.63660559013264
0.8,0.6000000000000001,0.5508650867581762
0.9,0.6000000000000001,0.3324846502071522
1.0,0.6000000000000001,0.37367340980322683
0.0,0.7000000000000001,0.9929548635667917
0.1,0.7000000000000001,0.9973732287304771
0.2,0.7000000000000001,0.9950725705177947
0.30000000000000004,0.7000000000000001,0.9743133699644189
0.4,0.7000000000000001,0.9835714265195031
0.5,0.7000000000000001,0.9863132115073796
0.6000000000000001,0.7000000000000001,0.8755116585237479
0.7000000000000001,0.7000000000000001,0.7550331129760726
0.8,0.7000000000000001,0.44964503712136505
0.9,0.7000000000000001,0.38528992748814017
1.0,0.7000000000000001,0.28117746155560625
0.0,0.8,0.9975732583952255
0.1,0.8,0.9744823462189549
0.2,0.8,0.9972680620804855
0.30000000000000004,0.8,0.9957989863719849
0.4,0.8,0.9789474475703702
0.5,0.8,0.9774868986596236
0.6000000000000001,0.8,0.9642495127229206
0.7000000000000001,0.8,0.6407128611226096
0.8,0.8,0.4437320639761338
0.9,0.8,0.2996799583966194
1.0,0.8,0.3233794868420079
0.0,0.9,0.9983964058538257
0.1,0.9,0.99124031088191
0.2,0.9,0.9908082759630777
0.30000000000000004,0.9,0.9813035616439959
0.4,0.9,0.9913307018405854
0.5,0.9,0.9875470260295123
0.6000000000000001,0.9,0.9487671175104982
0.7000000000000001,0.9,0.7846569340070937
0.8,0.9,0.4342036350063488
0.9,0.9,0.40012389274974214
1.0,0.9,0.4464644951313543
0.0,1.0,0.9869767932083812
0.1,1.0,0.9890977704368673
0.2,1.0,0.9822782202667584
0.30000000000000004,1.0,0.9737765368596003
0.4,1.0,0.9831230423093885
0.5,1.0,0.9845051473423726
0.6000000000000001,1.0,0.867461654123896
0.7000000000000001,1.0,0.6593356558642973
0.8,1.0,0.44784117810400803
0.9,1.0,0.3328449096978226
1.0,1.0,0.3365272667872869
0.0,0.0,0.6402481240058958
0.1,0.0,0.5415686728335776
0.2,0.0,0.5048706199245034
0.30000000000000004,0.0,0.46671322896818696
0.4,0.0,0.5666813263307028
0.5,0.0,0.5253415837381005
0.6000000000000001,0.0,0.3713404854519187
0.7000000000000001,0.0,0.37581746945821765
0.8,0.0,0.45327930470696143
0.9,0.0,0.40600346409136734
1.0,0.0,0.23796121367900386
0.0,0.1,0.6871101755724205
0.1,0.1,0.5596654803230235
0.2,0.1,0.5819143951161978
0.30000000000000004,0.1,0.4830124592346942
0.4,0.1,0.5066909920730321
0.5,0.1,0.41626173626980156
0.6000000000000001,0.1,0.3685518656051689
0.7000000000000001,0.1,0.3168860489951323
0.8,0.1,0.40865667580896775
0.9,0.1,0.33050671798593145
1.0,0.1,0.3585977510486551
0.0,0.2,0.9890658576390291
0.1,0.2,0.9794226677767432
0.2,0.2,0.9883841603095144
0.30000000000000004,0.2,0.9735460980684292
0.4,0.2,0.9296947178499515
0.5,0.2,0.9396187288572694
0.6000000000000001,0.2,0.533209326451439
0.7000000000000001,0.2,0.2893059074369877
0.8,0.2,0.22382545217613561
0.9,0.2,0.32599914133911584
1.0,0.2,0.3263170324816878
0.0,0.30000000000000004,0.9738362446133492
0.1,0.30000000000000004,0.9975714479263644
0.2,0.30000000000000004,0.9320901335757611
0.30000000000000004,0.30000000000000004,0.974726103653485
0.4,0.30000000000000004,0.945835395173913
0.5,0.30000000000000004,0.8527742813193642
0.6000000000000001,0.30000000000000004,0.8263958676571742
0.7000000000000001,0.30000000000000004,0.36799811686242484
0.8,0.30000000000000004,0.5598172456008467
0.9,0.30000000000000004,0.39307228939662925
1.0,0.30000000000000004,0.2936639008528575
0.0,0.4,0.9884321066156554
0.1,0.4,0.989708394764196
0.2,0.4,0.9926303257309211
0.30000000000000004,0.4,0.9829809788943763
0.4,0.4,0.9874635837851079
0.5,0.4,0.9777422020001222
0.6000000000000001,0.4,0.8652639756220744
0.7000000000000001,0.4,0.6587320739169913
0.8,0.4,0.33119971905665674
0.9,0.4,0.3964214436869359
1.0,0.4,0.3117241539801688
0.0,0.5,0.9883700228603622
0.1,0.5,0.997568251075009
0.2,0.5,0.9933066179334776
0.30000000000000004,0.5,0.9972753824097006
0.4,0.5,0.9522509189727596
0.5,0.5,0.9912687713322864
0.6000000000000001,0.5,0.8872104871131284
0.7000000000000001,0.5,0.6705333154458039
0.8,0.5,0.37121042348290956
0.9,0.5,0.5548853138527947
1.0,0.5,0.2886065887131583
0.0,0.6000000000000001,0.9941240881349376
0.1,0.6000000000000001,0.9866438495732938
0.2,0.6000000000000001,0.987238840054592
0.30000000000000004,0.6000000000000001,0.9721266672497241
0.4,0.6000000000000001,0.9775432605490256
0.5,0.6000000000000001,0.9153791578971193
0.6000000000000001,0.6000000000000001,0.9498661273403467
0.7000000000000001,0.6000000000000001,0.6825782531722098
0.8,0.6000000000000001,0.2604892815869215
0.9,0.6000000000000001,0.4563043056022406
1.0,0.6000000000000001,0.31649244797079645
0.0,0.7000000000000001,0.9893768678775327
0.1,0.7000000000000001,0.9853651262969634
0.2,0.7000000000000001,0.99929606095613
0.30000000000000004,0.7000000000000001,0.9992030941672602
0.4,0.7000000000000001,0.9893054635329631
0.5,0.7000000000000001,0.9610231792851337
0.6000000000000001,0.7000000000000001,0.9082990963082775
0.7000000000000001,0.7000000000000001,0.7598054791730431
0.8,0.7000000000000001,0.3849867137500481
0.9,0.7000000000000001,0.44870890604276636
1.0,0.7000000000000001,0.2719594595883908
0.0,0.8,0.9916984364315685
0.1,0.8,0.9934793270788822
0.2,0.8,0.9847088419652139
0.30000000000000004,0.8,0.9979522278043186
0.4,0.8,0.9948158159298056
0.5,0.8,0.9745452924836789
0.6000000000000001,0.8,0.9247302689413854
0.7000000000000001,0.8,0.7248769018488948
0.8,0.8,0.36589022678790256
0.9,0.8,0.3638980143927047
1.0,0.8,0.3116753599786441
0.0,0.9,0.9939754566536858
0.1,0.9,0.9930423306802258
0.2,0.9,0.9989618175813739
0.30000000000000004,0.9,0.9893248330328365
0.4,0.9,0.9854720527823452
0.5,0.9,0.9874297452325607
0.6000000000000001,0.9,0.8916029389313307
0.7000000000000001,0.9,0.779358037155291
0.8,0.9,0.3823717536468515
0.9,0.9,0.42452475313171834
1.0,0.9,0.27743208888464665
0.0,1.0,0.9868326034394176
0.1,1.0,0.989048626650105
0.2,1.0,0.9849267687396472
0.30000000000000004,1.0,0.9906070018235791
0.4,1.0,0.9850368063983106
0.5,1.0,0.986997362123001
0.6000000000000001,1.0,0.8385804481948711
0.7000000000000001,1.0,0.6381173532574198
0.8,1.0,0.46485079512438676
0.9,1.0,0.4377234017093206
1.0,1.0,0.27605300832428414
0.0,0.0,0.5768544296407392
0.1,0.0,0.5700029166001506
0.2,0.0,0.45472930477724105
0.30000000000000004,0.0,0.5303518895582829
0.4,0.0,0.34701794067755837
0.5,0.0,0.4549850185369073
